title,journal,year,cites,type,doi,pmid,pmcid,isOA,facets,key,Titin domain architecture (Ig/Fn3),Titin elasticity & PEVK spring,Z-disc / Z-band,M-band / M-line,Thick filament / myosin,Thin filament / actin-tropomyosin,Sarcomere lattice & mechanics,Cryo-EM / structural biology,Titin signaling / kinase / N2B-N2A,Cardiac disease / cardiomyopathy,Skeletal muscle disease / myopathy,Phosphorylation / PTM,Isoforms & splicing
"Letter to the editor: ""Titin-actin interaction: the report of its death was an exaggeration"".",American journal of physiology. Cell physiology,2016,3,,10.1152/ajpcell.00339.2015,27074703.0,PMC4824158,N,['titin_general'],10.1152/ajpcell.00339.2015,False,False,False,False,False,False,False,False,False,False,False,False,False
Titin takes centerstage among cytoskeletal contributions to myocardial passive stiffness.,"Cytoskeleton (Hoboken, N.J.)",2024,3,,10.1002/cm.21827,38158587.0,,N,"['titin_general', 'titin_mechanics']",10.1002/cm.21827,False,False,False,False,False,True,False,False,False,True,False,False,False
Myofibrillar myopathy: towards a mechanism-based definition as a Z-disk-opathy.,Current opinion in neurology,2025,3,,10.1097/wco.0000000000001397,40488240.0,PMC12354002,N,['zdisc'],10.1097/wco.0000000000001397,False,False,True,False,False,False,False,False,False,False,True,False,False
Delta-like ligand 4 mediated myeloid-derived suppressor cell metabolic reprogramming promotes neoadjuvant therapy resistance in titin-inactivated triple-negative breast cancer.,Molecular biomedicine,2025,3,,10.1186/s43556-025-00372-6,41326912.0,PMC12669439,Y,['titin_general'],10.1186/s43556-025-00372-6,False,False,False,False,False,False,False,False,False,False,False,False,False
"Severe Relapsing Autoimmune Encephalitis with GABA<sub>A</sub> Receptor, Titin, and AchR Antibodies in a Patient with Thymoma: A Case Report.",Case reports in neurology,2024,3,,10.1159/000539186,39015826.0,PMC11250063,Y,['titin_general'],10.1159/000539186,False,False,False,False,False,False,False,False,False,False,False,False,False
Visualization of cardiac thick filament dynamics in ex vivo heart preparations.,Journal of molecular and cellular cardiology,2023,3,,10.1016/j.yjmcc.2023.10.013,37923195.0,PMC10959293,N,['thick_filament'],10.1016/j.yjmcc.2023.10.013,False,False,False,False,True,True,False,False,False,False,False,False,False
Generation of a human induced pluripotent stem cell line YCMi004-A from a patient with dilated cardiomyopathy carrying a protein-truncating mutation of the Titin gene and its differentiation towards cardiomyocytes.,Stem cell research,2022,3,,10.1016/j.scr.2021.102629,34952434.0,,N,['titin_general'],10.1016/j.scr.2021.102629,False,False,False,False,False,False,False,False,False,True,True,False,False
A Japanese Patient with Hereditary Myopathy with Early Respiratory Failure Due to the p.P31732L Mutation of Titin.,"Internal medicine (Tokyo, Japan)",2022,3,,10.2169/internalmedicine.7733-21,34670883.0,PMC9177377,Y,['titin_general'],10.2169/internalmedicine.7733-21,False,False,False,False,False,False,False,False,False,False,True,False,False
Liver Kinase B1 complex acts as a novel modifier of myofilament function and localizes to the Z-disk in cardiac myocytes.,Archives of biochemistry and biophysics,2016,3,,10.1016/j.abb.2016.03.012,26971467.0,PMC4899161,N,['zdisc'],10.1016/j.abb.2016.03.012,False,False,True,False,False,True,False,False,False,False,False,False,False
Amyloid Properties of Titin.,Biochemistry. Biokhimiia,2017,3,,10.1134/s0006297917130077,29523065.0,,N,['titin_general'],10.1134/s0006297917130077,False,False,False,False,False,False,False,False,False,False,False,False,False
Human calpain-3 and its structural plasticity: Dissociation of a homohexamer into dimers on binding titin.,The Journal of biological chemistry,2025,3,,10.1016/j.jbc.2024.108133,39725035.0,PMC11795594,Y,"['titin_cryoem', 'titin_general']",10.1016/j.jbc.2024.108133,False,False,False,False,False,False,False,True,True,False,False,False,True
Evolution of the Highly Repetitive PEVK Region of Titin Across Mammals.,"G3 (Bethesda, Md.)",2019,3,,10.1534/g3.118.200714,30804022.0,PMC6469411,Y,"['titin_general', 'titin_mechanics']",10.1534/g3.118.200714,False,True,False,False,False,False,False,False,False,False,False,False,True
Marked Respiratory Failure in an Ambulant Patient with Immune-mediated Necrotizing Myopathy and Anti-Kv1.4 and Anti-titin Antibodies.,"Internal medicine (Tokyo, Japan)",2021,3,,10.2169/internalmedicine.6834-20,33642484.0,PMC8429292,Y,['titin_general'],10.2169/internalmedicine.6834-20,False,False,False,False,False,False,False,False,False,False,True,False,False
Assessment of catabolic state in infants with the use of urinary titin N-fragment.,Pediatric research,2022,3,,10.1038/s41390-021-01658-5,34274960.0,,N,['titin_general'],10.1038/s41390-021-01658-5,False,False,False,False,False,False,False,False,False,False,False,False,False
Circulatory titin and miR-451a are possible sarcopenia biomarkers in elderly people.,Frontiers in aging,2025,3,,10.3389/fragi.2025.1587438,40575043.0,PMC12198232,Y,['titin_general'],10.3389/fragi.2025.1587438,False,False,False,False,False,False,False,False,False,False,False,False,False
An historical perspective of the discovery of titin filaments -Part 2.,Biophysical reviews,2018,3,,10.1007/s12551-017-0393-0,29332246.0,PMC6082318,N,['titin_general'],10.1007/s12551-017-0393-0,False,False,False,False,True,False,False,False,False,False,False,False,False
Sarcomere level mechanics of the fast skeletal muscle of the medaka fish larva.,American journal of physiology. Cell physiology,2024,3,,10.1152/ajpcell.00530.2023,38145303.0,,N,['sarcomere_architecture'],10.1152/ajpcell.00530.2023,False,False,False,False,True,False,True,True,False,False,True,False,False
Affimers targeting proteins in the cardiomyocyte Z-disc: Novel tools that improve imaging of heart tissue.,Frontiers in cardiovascular medicine,2023,3,,10.3389/fcvm.2023.1094563,36865889.0,PMC9971620,Y,['zdisc'],10.3389/fcvm.2023.1094563,False,False,True,False,False,False,False,False,False,True,True,False,False
Successful heart transplant in a child with congenital core myopathy and delayed-onset restrictive cardiomyopathy due to recessive mutations in the titin (TTN) gene.,Pediatric transplantation,2023,2,,10.1111/petr.14561,37345726.0,,N,['titin_general'],10.1111/petr.14561,False,False,False,False,False,False,False,False,False,True,True,False,False
"Re‑examining the mechanism of eccentric exercise‑induced skeletal muscle damage from the role of the third filament, titin (Review).",Biomedical reports,2024,2,,10.3892/br.2023.1703,38124762.0,PMC10731162,Y,['titin_general'],10.3892/br.2023.1703,False,True,False,False,True,True,True,False,False,False,False,False,False
Novel Titin Gene Mutation Causing Autosomal Dominant Limb-Girdle Muscular Dystrophy.,Cureus,2022,2,,10.7759/cureus.30550,36415435.0,PMC9674195,Y,['titin_general'],10.7759/cureus.30550,False,False,False,False,False,False,False,False,False,False,True,False,False
The effect of calcium binding on the unfolding force of mutated and healthy titin I10 domain: A steered molecular dynamics simulation study.,Journal of molecular graphics & modelling,2020,2,,10.1016/j.jmgm.2020.107534,31951996.0,,N,"['titin_general', 'titin_structure_domain']",10.1016/j.jmgm.2020.107534,False,True,False,False,False,False,False,False,False,True,True,False,False
[Changes in Titin Structure during Its Aggregation].,Molekuliarnaia biologiia,2020,2,,10.31857/s0026898420040047,32799227.0,,N,"['titin_general', 'titin_structure_domain']",10.31857/s0026898420040047,False,False,False,False,False,False,False,True,False,False,False,False,False
Wrestling the Giant: New Approaches for Assessing Titin Variant Pathogenicity.,Circulation. Cardiovascular genetics,2016,2,,10.1161/circgenetics.116.001594,27756780.0,,N,['titin_general'],10.1161/circgenetics.116.001594,False,False,False,False,False,False,False,False,False,False,False,False,False
Emulating Titin by a Multidomain DNA Structure.,ACS macro letters,2023,2,,10.1021/acsmacrolett.2c00585,36573670.0,,N,"['titin_general', 'titin_structure_domain']",10.1021/acsmacrolett.2c00585,False,True,False,False,False,False,False,False,False,False,False,False,False
Can urinary titin be used for predicting Duchenne muscular dystrophy?,Clinica chimica acta; international journal of clinical chemistry,2019,2,,10.1016/j.cca.2018.10.045,30395868.0,,N,['titin_general'],10.1016/j.cca.2018.10.045,False,False,False,False,False,False,False,False,False,False,True,False,False
The effects of an activation-dependent increase in titin stiffness on whole muscle properties using finite element modeling.,Journal of biomechanics,2021,2,,10.1016/j.jbiomech.2020.110197,33412436.0,,N,"['titin_general', 'titin_mechanics']",10.1016/j.jbiomech.2020.110197,False,True,False,False,False,False,False,False,False,False,False,False,False
Should Identifying a Titin Truncating Variant Change the Management of Patients With Dilated Cardiomyopathy?,Journal of the American College of Cardiology,2017,2,,10.1016/j.jacc.2017.09.020,29073956.0,,N,['titin_general'],10.1016/j.jacc.2017.09.020,False,False,False,False,False,False,False,False,False,True,True,False,False
Evaluation of galectin-3 and titin in cats with a sarcomeric gene mutation associated with echocardiography.,Veterinary world,2024,2,,10.14202/vetworld.2024.2407-2416,39619937.0,PMC11606294,Y,['titin_general'],10.14202/vetworld.2024.2407-2416,False,False,False,False,True,False,False,False,False,False,False,False,False
Urinary Titin N-Fragment Evaluation in a Randomized Controlled Trial of Beta-Hydroxy-Beta-Methylbutyrate for Acute Mild Trauma in Older Adults.,Nutrients,2021,2,,10.3390/nu13030899,33802012.0,PMC8001392,Y,['titin_general'],10.3390/nu13030899,False,False,False,False,False,False,False,False,False,False,False,False,False
Truncated titin proteins in the pathophysiology of DCM.,Nature reviews. Cardiology,2022,2,,10.1038/s41569-021-00648-8,34799709.0,,N,['titin_general'],10.1038/s41569-021-00648-8,False,False,False,False,False,False,False,False,False,True,False,False,False
Urine TITIN N-fragment as a novel biomarker for critical illness myopathy: a pilot study.,"Critical care (London, England)",2020,2,,10.1186/s13054-020-02842-5,32345334.0,PMC7189509,Y,['titin_general'],10.1186/s13054-020-02842-5,False,False,False,False,False,False,False,False,False,False,True,False,False
"More roles for the (passive) giant. Focus on ""The increase in non-cross-bridge forces after stretch of activated striated muscle is related to titin isoforms"".",American journal of physiology. Cell physiology,2016,2,,10.1152/ajpcell.00310.2015,26538091.0,PMC4698446,N,['titin_general'],10.1152/ajpcell.00310.2015,False,False,False,False,False,False,False,False,False,False,False,False,True
Softening the Stressed Giant Titin in Diabetes Mellitus.,Circulation research,2018,2,,10.1161/circresaha.118.313396,30026374.0,PMC6083866,N,['titin_general'],10.1161/circresaha.118.313396,False,False,False,False,False,False,False,False,False,False,False,False,False
Antisense-mediated regulation of exon usage in the elastic spring region of Titin modulates sarcomere function.,Cardiovascular research,2025,2,,10.1093/cvr/cvaf037,40042822.0,,N,"['titin_general', 'titin_mechanics']",10.1093/cvr/cvaf037,False,False,False,False,False,False,False,False,True,True,False,False,True
The Relevance of the Type of Ventricular Arrhythmia in Titin-Related Dilated Cardiomyopathy: A Multicenter Study.,JACC. Clinical electrophysiology,2025,2,,10.1016/j.jacep.2025.01.010,40088216.0,,N,['titin_general'],10.1016/j.jacep.2025.01.010,False,False,False,False,False,False,False,False,False,True,True,False,False
Attenuated titin protein expression is associated with advanced stages of ovarian cancer.,Molecular therapy. Oncology,2025,2,,10.1016/j.omton.2025.200932,39944242.0,PMC11815674,Y,['titin_general'],10.1016/j.omton.2025.200932,False,False,False,False,False,False,False,False,False,False,False,False,False
Genotype phenotype analysis in a family carrying truncating mutations in the titin gene.,Acta myologica : myopathies and cardiomyopathies : official journal of the Mediterranean Society of Myology,2021,2,,10.36185/2532-1900-043,33870097.0,PMC8033428,Y,['titin_general'],10.36185/2532-1900-043,False,False,False,False,False,False,False,False,False,True,True,False,False
"Reply to ""Letter to the editor: Comments on Cornachione et al. (2016): ""The increase in non-cross-bridge forces after stretch of activated striated muscle is related to titin isoforms"".",American journal of physiology. Cell physiology,2016,2,,10.1152/ajpcell.00159.2016,27413181.0,PMC4967131,N,['titin_general'],10.1152/ajpcell.00159.2016,False,False,False,False,False,False,False,False,False,False,False,False,True
Atrial Fibrillation Related Titin Truncation Is Associated With Atrial Myopathy in Patient-Derived Induced Pluripotent Stem Cell Disease Models.,Circulation. Genomic and precision medicine,2025,2,,10.1161/circgen.123.004412,39851047.0,,N,['titin_general'],10.1161/circgen.123.004412,False,False,False,False,False,False,True,False,False,True,True,False,False
Advances in understanding the state of titin truncation variants in dilated cardiomyopathy.,Pflugers Archiv : European journal of physiology,2022,2,,10.1007/s00424-022-02664-0,35020065.0,PMC8837690,N,['titin_general'],10.1007/s00424-022-02664-0,False,False,False,False,False,False,False,False,False,True,True,False,False
Correction to: Genomics-First Evaluation of Heart Disease Associated With Titin-Truncating Variants.,Circulation,2019,2,,10.1161/cir.0000000000000738,31609653.0,,N,['titin_general'],10.1161/cir.0000000000000738,False,False,False,False,False,False,False,False,False,False,False,False,False
"UNC-82/NUAK kinase is required by myosin A, but not myosin B, to assemble and function in the thick filament arms of C. elegans striated muscle.","Cytoskeleton (Hoboken, N.J.)",2024,2,,10.1002/cm.21807,37983932.0,,N,['thick_filament'],10.1002/cm.21807,False,False,False,False,True,True,False,False,False,False,False,False,False
